,index,CLEANED REASON,REASON,AVG SCORE,TO USER ACCOUNT,DATE,category
10460,276,collabor line giveth project start receiv benefit panvala stamp program ,for collaborating to line up Giveth projects that will start receiving benefits from the Panvala Stamp program ,34.0,RHolmes,2022-07-27T22:00:00.000Z,
10463,279,help write updat giveth hous project ,for helping me out writing the update for the Giveth House project ,27.0,Dr. Suga#8514,2022-07-27T22:00:00.000Z,
10465,281,make sure project verifi make good impact ,for making sure projects that are verified are making a good impact ,34.0,Nikola Creatrix#5026,2022-07-27T22:00:00.000Z,
10466,282,laugh amaz moment ethbcn look amaz lipstick 😄 💜 ,for such laughs and amazing moments at EthBCN! And looking amazing in that lipstick 😄 💜 ,23.8,hanners717#2022,2022-07-18T22:00:00.000Z,
10467,283,keep eye discord make sure peopl right role ,for keeping an eye on the discord and making sure people have the right roles ,23.1,Giantkin#8403,2022-07-29T22:00:00.000Z,
10468,284,great test observ givpow ,for great testing & observations of GIVpower ,27.0,markop#2007,2022-07-29T22:00:00.000Z,
10470,286,make progress kubernet buildout ,for making progress on the kubernetes buildout ,29.67,MoeShehab#3487,2022-08-03T22:00:00.000Z,
10471,287,amaz ethbcn experi dinner hug great time proud part giveth fam wait meet 💜 ,"for the most amazing EthBCN experience, all the dinners, hugs & great times. I'm so proud to be part of the Giveth fam. Can't wait to meet up again! 💜 ",13.17,santigs#9769,2022-07-18T22:00:00.000Z,
10473,289,one time awesom success donor survey result help decid next step ,"one more time for the awesome and successful donor survey, those results will be very helpful in deciding on the next steps ",34.0,Jake🐍#0203,2022-08-10T22:00:00.000Z,
10474,290,make updat giveth swag shop price ship rate prepar nice token launch ,"for making updates to the giveth swag shop, prices, shipping rates and more in preparation for $nice token launch ",41.0,rb,2022-07-19T22:00:00.000Z,
10475,291,catch fix tricki bug document translat file ,for catching and fixing a tricky bug in our documentation translation files ,29.67,geleeroyale#3228,2022-07-20T22:00:00.000Z,
10476,292,moder discord respond messag promptli even weekend ,"for moderating our discord and responding to messages promptly, even over the weekend!! ",24.5,Giantkin#8403,2022-07-27T22:00:00.000Z,
10477,293,stay top givback distribut make sure go time fashion ,for staying on top of GIVbacks distribution and making sure they go out in a timely fashion ,34.0,WhyldWanderer#7002,2022-07-27T22:00:00.000Z,
10481,297,backend devop hero great stuff infrastructur ,backend and devops heroes for doing great stuff under our infrastructure ,34.0,MoeShehab#3487,2022-08-03T22:00:00.000Z,
10482,298,help debug issu server ,for helping debug issues in servers! ,29.67,MoeShehab#3487,2022-08-05T22:00:00.000Z,
10483,299,push product strategi ,for pushing for product strategy! ,13.17,MoeNick#1374,2022-07-20T22:00:00.000Z,
10484,300,connect move someth new ,for Connect as she moves on to something new ,7.3,Melody - AFK#8503,2022-07-20T22:00:00.000Z,
10486,302,coordin regard payment need burn man ,for coordinating with me regarding payments needed for burning man ,34.0,Danibelle the Uno and Only#6791,2022-08-03T22:00:00.000Z,
10487,303,test get mani issu ,for testing and getting through so many issues ,30.1,cuidadopeligro#4788,2022-08-11T22:00:00.000Z,
10490,306,absolut stun interview global non crypto philanthrop audienc great beginn ,"for absolutely stunning interview at Global20 for non-crypto philanthropic audience, so great for beginners too. ",66.33,"Griff (💜,💜)#8888",2022-07-27T22:00:00.000Z,
10491,307,get spanish turkish translat past finish line live doc ,for getting spanish and turkish translations past the finish line and live on the docs! ,43.67,mrtdlgc 🐝#4912,2022-07-20T22:00:00.000Z,
10492,308,parametr angel vault givpow reward alloc ,for parametrizing the angel vault and GIVpower reward allocations ,36.67,karmaticacid#1218,2022-07-20T22:00:00.000Z,
10496,312,impress speed set new crm system yaay realli excit tool great data recollect ,"for impressing speed with setting up new CRM system, yaay, that's really exciting tool for great data recollection. ",26.03,Jake🐍#0203,2022-07-27T22:00:00.000Z,
10497,313,implement new filter ,for implementing new filters! ,4.37,Alireza7612#3020,2022-08-03T22:00:00.000Z,
10499,315,effort giveconomi side also great teammat ,her all efforts on GIVeconomy side and also being great teammate. ,43.67,karmaticacid#1218,2022-08-03T22:00:00.000Z,
10504,320,push bounti budget ,for pushing bounties budget! ,26.47,Cotabe#4096,2022-08-10T22:00:00.000Z,
10507,323,get spanish turkish translat past finish line live doc ,for getting spanish and turkish translations past the finish line and live on the docs! ,36.67,Mr.Bear🐻#3459,2022-07-20T22:00:00.000Z,
10508,324,turn dapp gnosi safe dapp realli huuug instituion donor 🚀 ,for turning our Dapp into a Gnosis Safe DApp... really... this is huuuge for instituional donors! 🚀 ,36.67,mateodaza#3156,2022-08-03T22:00:00.000Z,
10509,325,creat high qualiti front end applic ,for creating high quality front-end application ,26.47,Ramin#4479,2022-07-20T22:00:00.000Z,
10512,328,stay top giv bridg issu ,and for staying on top of the GIV bridge issue ,36.67,karmaticacid#1218,2022-07-20T22:00:00.000Z,
10514,330,detail test giveconomi ,for doing detailed test on the GIVeconomy ,9.97,Cotabe#4096,2022-08-03T22:00:00.000Z,
10516,332,includ technic interview great role model ,for including me on technical interviews and being a great role model. ,32.33,ahmad#7204,2022-07-27T22:00:00.000Z,
10517,333,get donor survey top crm project ,for getting the donor survey out and being on top of CRM project ,30.37,Jake🐍#0203,2022-07-27T22:00:00.000Z,
10518,334,ton angel vault test ,for doing tons of angel vault testing ,32.33,Cotabe#4096,2022-07-29T22:00:00.000Z,
10520,336,best improv code codebas date ,for being the best at improving code and having our codebase up to date ,36.67,Ramin#4479,2022-08-10T22:00:00.000Z,
10521,337,amaz ethbcn experi dinner hug great time proud part giveth fam wait meet 💜 ,"for the most amazing EthBCN experience, all the dinners, hugs & great times. I'm so proud to be part of the Giveth fam. Can't wait to meet up again! 💜 ",20.17,hanners717#2022,2022-07-18T22:00:00.000Z,
10522,338,amaz ethbcn experi dinner hug great time proud part giveth fam wait meet 💜 ,"for the most amazing EthBCN experience, all the dinners, hugs & great times. I'm so proud to be part of the Giveth fam. Can't wait to meet up again! 💜 ",28.55,Zeptimus#3359,2022-07-18T22:00:00.000Z,
10523,339,sync meet tri stablish full ci cd kubernet ,and for sync meeting and trying to stablish a full CI/CD with Kubernetes. ,36.67,MoeShehab#3487,2022-08-10T22:00:00.000Z,
10524,340, karmaticacid talk ethbcn repres giveth ,"@karmaticacid, & for talking at EthBCN & representing Giveth ",36.67,willyfox#1178,2022-07-18T22:00:00.000Z,
10526,342,sync meet tri stablish full ci cd kubernet ,and for sync meeting and trying to stablish a full CI/CD with Kubernetes. ,36.67,toraif#4775,2022-08-10T22:00:00.000Z,
10527,343,dev test angel vault get countdown product w hitch morn ,for devving & testing the Angel Vault & getting the countdown on production w/o a hitch this morning ,32.33,MoeNick#1374,2022-07-31T22:00:00.000Z,
10529,345,prepar notif center skeleton ,for preparing notification center skeleton ,32.33,mohammad_ranjbar_z#2709,2022-08-03T22:00:00.000Z,
10531,347,feasibl studi bridg giv stake ,for the feasibility study of bridging GIV for staking ,38.0,paxthemax#4454,2022-07-24T22:00:00.000Z,
10532,348,code nice focus also great advic vpn movi stream ,for coding nice and focused also for his great advice on VPN and movie streaming! ,36.67,Alireza7612#3020,2022-08-10T22:00:00.000Z,
10533,349,review multisig transact execut least one 😃 ,for reviewing multisig transactions and for executing at least one of them 😃 ,36.67,karmaticacid#1218,2022-08-03T22:00:00.000Z,
10534,350,implement new categori filter ,and for implementing new categories and filters. ,43.67,Alireza7612#3020,2022-08-03T22:00:00.000Z,
10535,351,great connect wg team format call yesterday open think connect new unexpect way ,for the great Connect WG team formation call yesterday and their openness to thinking about Connect in a new and unexpected ways. ,26.03,Jake🐍#0203,2022-08-11T22:00:00.000Z,
10537,353,collab bitdoa articl ,for collab on BitDOA article ,1.57,karmaticacid#1218,2022-08-03T22:00:00.000Z,
10539,355,jump refactor subgraph ,for jumping to refactoring subgraphs ,32.33,mateodaza#3156,2022-07-20T22:00:00.000Z,
10540,356,coordin move along done sym ,for coordinating to move it along. (done for you Sym) ,8.47,karmaticacid#1218,2022-08-03T22:00:00.000Z,
10542,358,sync yesterday miss ,for syncing with me yesterday... its been a while I missed you ,15.0,ahmad#7204,2022-07-27T22:00:00.000Z,
10544,360,person invit ama event giveth follow close growth commun ,for personally inviting me to the AMA and events of Giveth and for following closely the growth of our community. ,23.67,Cotabe#4096,2022-07-24T22:00:00.000Z,
10545,361,part upcom connect group team format call think next step group ,for being part of the upcoming connect group team formation call to think about the next steps for the group ,15.0,Nikola Creatrix#5026,2022-07-28T22:00:00.000Z,
10546,362,take time feel  ,for taking time for himself when he's not feeling at his 100% ,23.67,MoeNick#1374,2022-08-10T22:00:00.000Z,
10549,365,get prais cultur rewrit prais get count bot ,for get into the praising culture. I will rewrite your praise so that it gets counted by the bot ,19.33,logonaut.eth,2022-08-04T22:00:00.000Z,
10550,366,amaz ethbcn experi dinner hug great time proud part giveth fam wait meet 💜 ,"for the most amazing EthBCN experience, all the dinners, hugs & great times. I'm so proud to be part of the Giveth fam. Can't wait to meet up again! 💜 ",3.8,Cotabe#4096,2022-07-18T22:00:00.000Z,
10553,369,amaz   call first one welcom full time pend role propos accept 😂 💜💪✊🏻 ,to for an amazing 1:1 call and being the first one to welcome me on full time (pending role proposal acceptance 😂) 💜💪✊🏻 ,15.0,ahmad#7204,2022-08-08T22:00:00.000Z,
10554,370,take care freshel ,for taking care of Freshelle ,2.13,missgene#7773,2022-07-20T22:00:00.000Z,
10555,371,interest givpow test part ,for the interest in the GIVpower testing part ,15.0,Dr. Suga#8514,2022-08-03T22:00:00.000Z,
10557,373,troubleshoot get givback api back onlin ,for troubleshooting and getting our givback API back online! ,13.03,Carlos096#8712,2022-08-08T22:00:00.000Z,
10558,374,take care freshel ,for taking care of Freshelle ,2.13,missgene#7773,2022-07-20T22:00:00.000Z,
10559,375,interest givpow test part ,for the interest in the GIVpower testing part ,16.67,cuidadopeligro#4788,2022-08-03T22:00:00.000Z,
10560,376,interest givpow test part ,for the interest in the GIVpower testing part ,14.0,bends#3537,2022-08-03T22:00:00.000Z,
10561,377,awesom devop ,for being awesome devops! ,20.0,toraif#4775,2022-08-03T22:00:00.000Z,
10562,378,frontend hero best keep dapp beauti function ,frontend heroes for being the best and keeping our dapp beautiful and functional ,15.67,divine_comedian#5493,2022-08-03T22:00:00.000Z,
10563,379,creat test assign prospect solid dev ,for creating a test assignment for a prospective Solidity dev. ,14.67,Amin#2164,2022-07-27T22:00:00.000Z,
10564,380,suggest send back giv suppos vest ,for suggesting to send back the GIV that was supposed to be vesting. ,17.33,karmaticacid#1218,2022-07-24T22:00:00.000Z,
10565,381,ama potenti pm tough job appreci ,"for AMA with potential PMs , its a tough job, appreciate it. ",15.67,Nikola Creatrix#5026,2022-07-20T22:00:00.000Z,
10566,382,support peopl everyday ,For supporting all people everyday ,14.67,Amin#2164,2022-07-20T22:00:00.000Z,
10567,383,get test frontend ,for getting into testing the frontend! ,13.7,mateodaza#3156,2022-08-10T22:00:00.000Z,
10569,385,great job record call catch faster watch stream come back crazi vaca week ,for doing great job at recording calls because I can catch up faster watching the streams when coming back after a crazy vaca week ,3.07,jessveroes,2022-08-10T22:00:00.000Z,
10573,389,best fulstack know great mentor learn lot ,"for being the best fulstack I know and being a great mentor, I learn a lot from you ",15.67,Amin#2164,2022-08-03T22:00:00.000Z,
10574,390,push bounti budget propos ,for pushing through the bounty budget proposal ,13.43,Cotabe#4096,2022-08-10T22:00:00.000Z,
10576,392,alway help everyth thank ,for alway help me in everything! Thanks! ,19.5,freshelle#9882,2022-08-10T22:00:00.000Z,
10578,394, great colleg communita wg amaz job ,& for being great colleges at the communitas WG and all the amazing job ,17.33,Nikola Creatrix#5026,2022-07-20T22:00:00.000Z,
10579,395,take time   sync today ,for taking the time to have 1:1 syncs with me today! ,14.67,Nikola Creatrix#5026,2022-08-09T22:00:00.000Z,
10583,399,great catch connect lunch ethbcn ,and for a great catch up connect lunch at EthBCN ,5.47,Melody - AFK#8503,2022-07-18T22:00:00.000Z,
10584,400,creat assign new solid hire kurt ,for creating the assignment for the new solidity hire Kurt ,17.33,Amin#2164,2022-08-03T22:00:00.000Z,
10588,404,support good friend also interview solid dev sync test env audit givpow smart contract ,"for being supportive and a good friend, also for interviewing solidity dev, syncing on test envs, auditing the givpower smart contract and so on ... ",17.33,Amin#2164,2022-08-10T22:00:00.000Z,
10590,406,push giveth donor surveri gett valuabl rt partner ,for pushing Giveth donor survery & gettting valuable RTs from partners!! ,17.33,Jake🐍#0203,2022-08-03T22:00:00.000Z,
10596,412,run inform fundrais session ,for running a very informative Fundraising session ,3.5,Melody - AFK#8503,2022-07-27T22:00:00.000Z,
10598,414,come test fiesta ,for coming to the test fiesta! ,20.0,Giantkin#8403,2022-08-11T22:00:00.000Z,
10600,416,throw around bada game theori ,for throwing around bada55 game theory ,21.0,tjayrush#9164,2022-08-05T22:00:00.000Z,
10602,418,coordin kind hire onboard ,for coordinating all kinds of hiring and onboarding ,25.33,hanners717#2022,2022-08-03T22:00:00.000Z,
10604,420,amaz ethbcn experi dinner hug great time proud part giveth fam wait meet 💜 ,"for the most amazing EthBCN experience, all the dinners, hugs & great times. I'm so proud to be part of the Giveth fam. Can't wait to meet up again! 💜 ",18.33,geleeroyale#3228,2022-07-18T22:00:00.000Z,
10606,422,send super use onboard materi ,for sending super useful onboarding materials ,18.33,Nicbals#2154,2022-08-10T22:00:00.000Z,
10608,424,let know backend dev dev op need ,for letting me know about this backend dev/dev ops needs. ,16.67,geleeroyale#3228,2022-08-10T22:00:00.000Z,
10609,425,kind remind buddi review contributor respons 🙂 ,for her kind reminders on the buddy review contributor responses 🙂 ,18.33,karmaticacid#1218,2022-07-25T22:00:00.000Z,
10611,427,record call reliabl ,for recording all the calls so reliably!! ,25.33,jessveroes,2022-08-09T22:00:00.000Z,
10612,428,dev test angel vault get countdown product w hitch morn ,for devving & testing the Angel Vault & getting the countdown on production w/o a hitch this morning ,18.33,Cherik#4711,2022-07-31T22:00:00.000Z,
10613,429,come test fiesta ,for coming to the test fiesta! ,8.13,cuidadopeligro#4788,2022-08-11T22:00:00.000Z,
10614,430,test issu stage ,For testing issues on staging ,18.33,divine_comedian#5493,2022-07-20T22:00:00.000Z,
10617,433,stay top giv bridg issu ,and for staying on top of the GIV bridge issue ,21.0,"Griff (💜,💜)#8888",2022-07-20T22:00:00.000Z,
10622,438,follow contributor need make role propos ,to for following up on contributors who need to make role proposals ,16.67,divine_comedian#5493,2022-08-03T22:00:00.000Z,
10625,441,help fix admin bro style learn littl style compon ,"For helping me to fix admin-bro styles, and I learned a little about styled components :)) ",25.33,Cherik#4711,2022-07-25T22:00:00.000Z,
10628,444,gentl buddi call document remind ,for gentle buddy call document reminders ,18.33,karmaticacid#1218,2022-07-27T22:00:00.000Z,
10629,445,part upcom connect group team format call think next step group ,for being part of the upcoming connect group team formation call to think about the next steps for the group ,14.43,Jake🐍#0203,2022-07-28T22:00:00.000Z,
10631,447,amaz ethbcn experi dinner hug great time proud part giveth fam wait meet 💜 ,"for the most amazing EthBCN experience, all the dinners, hugs & great times. I'm so proud to be part of the Giveth fam. Can't wait to meet up again! 💜 ",4.5,Melody - AFK#8503,2022-07-18T22:00:00.000Z,
10632,448,post role propos ,for posting his role proposal!!! ,21.0,Jake🐍#0203,2022-08-10T22:00:00.000Z,
10633,449,everywher focu surviv come stronger bear market ,for being everywhere & focus on how to survive and come out stronger from the bear market ,18.33,divine_comedian#5493,2022-07-20T22:00:00.000Z,
10635,451,super quick send three offer letter week ,for being super quick sending off three offer letter this week! ,18.33,Nicbals#2154,2022-07-27T22:00:00.000Z,
10636,452,great connect wg team format call yesterday open think connect new unexpect way ,for the great Connect WG team formation call yesterday and their openness to thinking about Connect in a new and unexpected ways. ,18.33,Cotabe#4096,2022-08-11T22:00:00.000Z,
10640,456,pick bounti finish speed ,for picking up bounties and finishing them with speed ,21.0,Mr.Bear🐻#3459,2022-07-27T22:00:00.000Z,
10641,457,weekli sync support vibe ,and for weekly sync and supportive vibes. ,21.0,hanners717#2022,2022-07-20T22:00:00.000Z,
10642,458, probabl other shill ethcc week ,(and probably others) for shilling in ETHcc this week! ,21.0,hanners717#2022,2022-07-20T22:00:00.000Z,
10647,463,review multisig transact execut least one 😃 ,for reviewing multisig transactions and for executing at least one of them 😃 ,18.33,divine_comedian#5493,2022-08-03T22:00:00.000Z,
10648,464,great month togeth wish best next journey ,"for a great month together, wish you all the best in your next journey ",10.8,Melody - AFK#8503,2022-07-20T22:00:00.000Z,
10649,465,great coordin investiv bitdao propos ,for great coordination & investivation on the bitDAO proposal ,21.0,Yass#3392,2022-08-01T22:00:00.000Z,
10651,467,grind away make linkedin oauth happen ,for grinding away making Linkedin OAuth happen ,18.33,mohammad_ranjbar_z#2709,2022-07-20T22:00:00.000Z,
10653,469,great givpow test parti ,for the great GIVpower testing party ,21.0,WhyldWanderer#7002,2022-08-03T22:00:00.000Z,
10654,470,help prais channel ,for helping with the praise Channel! ,16.67,Giantkin#8403,2022-08-03T22:00:00.000Z,
10655,471,devop support linkedin ,and for devops support with LinkedIn ,21.0,karmaticacid#1218,2022-07-20T22:00:00.000Z,
10656,472,take time   sync today ,for taking the time to have 1:1 syncs with me today! ,16.67,Rainer#4613,2022-08-09T22:00:00.000Z,
10657,473,revisit ux mra featur ,for revisiting the UX of MRA feature. ,21.0,Ramin#4479,2022-08-10T22:00:00.000Z,
10659,475,inform support encourag rock 🤘🙏💚😊 ,"for the information support and encouragement, you rock 🤘🙏💚😊 ",18.33,karmaticacid#1218,2022-08-10T22:00:00.000Z,
10660,476,kind compassion diplomat approach challeng time ama break languag barrier eas grace ,"for his kind, compassionate and diplomatic approach during some challenging times at AMA and breaking through language barriers with ease and grace. ",18.33,Cotabe#4096,2022-07-27T22:00:00.000Z,
10661,477,great givpow test parti ,for the great GIVpower testing party ,12.3,Dr. Suga#8514,2022-08-03T22:00:00.000Z,
10664,480,final nice token figur ship cost merch ,for finalizing the NICE token and figuring out the shipping and other costs of the merch ,4.5,divine_comedian#5493,2022-07-20T22:00:00.000Z,
10665,481,content plan execut ,for content planning and execution! ,16.67,ClaraZi#5313,2022-08-03T22:00:00.000Z,
10667,483,best warmest support everyon discord ,for being the best and warmest supporting everyone on our discord ,21.0,WhyldWanderer#7002,2022-08-03T22:00:00.000Z,
10677,493,help improv search engin visibl script ,for helping out improve search engine visibility scripts ,21.0,Cherik#4711,2022-08-10T22:00:00.000Z,
10678,494,code review also quick fix giveconomi ,for his code review. Also quick fixes on Giveconomy. ,21.0,Cherik#4711,2022-08-10T22:00:00.000Z,
10680,496,gerat job new filter notif center backend ,and for their gerat jobs on new filters and notification center backend. ,14.7,Carlos096#8712,2022-08-03T22:00:00.000Z,
10681,497,help get start gitcoin project ,and for helping me in getting started with the Gitcoin project ,21.0,Dr. Suga#8514,2022-08-01T22:00:00.000Z,
10682,498,review solid test assign potenti new hire 💜 ,for reviewing the Solidity test assignment for a potential new hire 💜 ,21.0,paxthemax#4454,2022-08-03T22:00:00.000Z,
10686,502,help wallet issu ,for being so helpful with wallet issues. ,21.0,WhyldWanderer#7002,2022-08-01T22:00:00.000Z,
10687,503,stay commun call talk favorit project ,for staying in the community call and talk about their favorite projects ,21.0,hanners717#2022,2022-08-10T22:00:00.000Z,
10689,505,giveth ichi gleam campaign ,for the giveth ichi gleam campaign ,22.67,HeavyCr3am,2022-08-10T22:00:00.000Z,
10691,507,man wrench lot f fix alway count 🙂 ,"for being a man with a wrench! lots f fixes always, you can count on him 🙂 ",9.8,Carlos096#8712,2022-08-10T22:00:00.000Z,
10692,508,onboard session week super use prais guidanc help hire prais reach partner learn togeth ,and for the onboarding sessions we have this week. They were super useful. !praise and for all their guidance and help with my hiring! !praise for reaching out and been down to partner with me to learn together. ,27.0,Nicbals#2154,2022-08-04T22:00:00.000Z,
10693,509,super posit chat tokenlog kpi fun item ,"to for a super positive chat about tokenlog, KPIs and other fun items ",22.67,Cotabe#4096,2022-08-03T22:00:00.000Z,
10695,511,worri get everyon understand test report issu help us lot ,"for worrying about getting everyone to understand how to test and report issues, it will help us a lot ",20.0,divine_comedian#5493,2022-08-10T22:00:00.000Z,
10697,513,manag givpow backend analysi meet ,for managing GIVpower backend analysis meeting. ,20.0,MoeNick#1374,2022-08-03T22:00:00.000Z,
10698,514,collabor bitdao blog post ,for collaboration on bitDAO blog post ,6.6,Sym#3186,2022-08-03T22:00:00.000Z,
10699,515,wonder exit interview go miss ,for a wonderful exit interview. I'm going to miss you!!! ,16.37,Melody - AFK#8503,2022-08-03T22:00:00.000Z,
10700,516, lauren collab bitdao articl ,@lauren for collab on the BitDAO article ,2.7,Sym#3186,2022-08-03T22:00:00.000Z,
10701,517,help us german freelanc 🙏 ,for helping us German freelancers 🙏 ,20.0,hanners717#2022,2022-08-03T22:00:00.000Z,
10702,518,giveth ichi gleam campaign ,for the giveth ichi gleam campaign ,22.67,Rodricast#1415,2022-08-10T22:00:00.000Z,
10703,519,send giv back vest ,for sending the GIV back from vesting ,20.0,Danibelle the Uno and Only#6791,2022-08-03T22:00:00.000Z,
10704,520,collab bitdoa articl ,for collab on BitDOA article ,2.7,Sym#3186,2022-08-03T22:00:00.000Z,
10707,523,coordin eth bcn accommod expens reimburs process ,for coordinating on ETH BCN accommodation expenses for reimbursement processing ,22.67,missgene#7773,2022-08-03T22:00:00.000Z,
10709,525,push mandatori project updat forward ,for pushing mandatory project updates forward ,23.5,WhyldWanderer#7002,2022-08-03T22:00:00.000Z,
10711,527,collab bitdao blog get today ,on collab on bitdao blog to get it out today ,9.8,Dr. Suga#8514,2022-08-04T22:00:00.000Z,
10713,529,spend time guid blog post bitdao ,for spending time guiding me on the blog post for BitDao ,20.0,Dr. Suga#8514,2022-07-29T22:00:00.000Z,
10715,531,report coordin fix givstream issu lighten fast ,"for reporting, coordinating & fixing a givstream issue lightening fast ",23.5,WhyldWanderer#7002,2022-08-01T22:00:00.000Z,
10718,534,fix givback servic issu ,for fixing givback service issue ,12.47,Carlos096#8712,2022-08-09T22:00:00.000Z,
10719,535,make incred sdg impact fund see even partnership activ commun ,"for making an incredible with SDG Impact Fund, as I can see even more partnership activities between our communities ",22.67,Danibelle the Uno and Only#6791,2022-07-31T22:00:00.000Z,
10721,537,investig exploit github ,for investigating about exploits in github ,41.0,MoeShehab#3487,2022-08-04T22:00:00.000Z,
10725,541,coordin kind hire onboard ,for coordinating all kinds of hiring and onboarding ,20.0,Nicbals#2154,2022-08-03T22:00:00.000Z,
10726,542,patienc help givpow boost user flow ,for having patience and helping with the GIVpower boosting user flow! ,41.0,karmaticacid#1218,2022-08-09T22:00:00.000Z,
10727,543,  meet get know bit glad team ,for the 1:1 to meet and get to know each other a bit... so glad to have you on the team! ,22.67,tropicalmango#3240,2022-08-03T22:00:00.000Z,
10732,548,help contribut make process better ,to for her help and contribution in making our processes better ,22.67,hanners717#2022,2022-08-03T22:00:00.000Z,
10734,550,huge support angel vault comm onegiv get thing ,"for huge support on angel vault, comms, oneGIV, getting this thing out and up!! ",6.6,dhtal#0463,2022-08-03T22:00:00.000Z,
10736,552, explain request sync devop releas enhanc ,& for explaining and requesting and syncing on devops/release enhancements ,22.67,MoeNick#1374,2022-08-03T22:00:00.000Z,
10738,554,implement new categori filter ,and for implementing new categories and filters. ,22.67,Ramin#4479,2022-08-03T22:00:00.000Z,
10739,555,great givpow test parti ,for the great GIVpower testing party ,5.9,cuidadopeligro#4788,2022-08-03T22:00:00.000Z,
10742,558,great exit call ,for a great exit call ,22.67,hanners717#2022,2022-08-03T22:00:00.000Z,
10743,559,report verifi donat issu ,For reporting verifying donations issue ,22.67,Danibelle the Uno and Only#6791,2022-08-02T22:00:00.000Z,
10744,560,help media push bitdao propos ,for helping out with the media push for our BitDAO proposal! ,48.0,karmaticacid#1218,2022-08-02T22:00:00.000Z,
10746,562,set review angel vault initi tx ,for setting & review angel vault initialization txs ,22.67,"Griff (💜,💜)#8888",2022-07-29T22:00:00.000Z,
10749,565,take care event bot ,for taking care of event bot ,22.67,Giantkin#8403,2022-07-17T22:00:00.000Z,
10750,566,alway give point review keep codebas clean profession ,for always giving on point reviews to keep the codebase clean and professional ,20.0,Cherik#4711,2022-07-19T22:00:00.000Z,
10753,569, follow devop call ,& on following up with DevOps calls. ,3.37,Amin#2164,2022-08-10T22:00:00.000Z,
10756,572,push apigiv ,for pushing apiGIV ,20.0,MoeShehab#3487,2022-07-27T22:00:00.000Z,
10757,573,push apigiv ,for pushing apiGIV ,5.9,mohammad_ranjbar_z#2709,2022-07-27T22:00:00.000Z,
10760,576,solid reliabl hr brainstorm solv challeng real solut team ♥️ ,for solid and reliable HR brainstorming to solve challenges with real solutions for our team ♥️ ,22.67,ahmad#7204,2022-07-27T22:00:00.000Z,
10761,577,realli product session content plan process 🙌 ,and for a really productive session on the content planning process 🙌 ,23.5,Cori#8483,2022-08-14T22:00:00.000Z,
10764,580,hustl week alway top hire peopl need ,"for all her hustling this week, and always being on top of all of our hiring and people needs ",27.0,hanners717#2022,2022-07-27T22:00:00.000Z,
10766,582,test get mani issu ,for testing and getting through so many issues ,12.47,Cotabe#4096,2022-08-11T22:00:00.000Z,
10767,583,complet  week graviton train togeth lot great practic experi desir learn better disput resolut aris everyday life insid outsid tool ,"for completing 10 weeks Graviton training together with lot of great practical experience and desire to learn and be better in any dispute resolution arising in everyday life, inside and outside ourselves. Now we have all the tools. ",2.7,ClaraZi#5313,2022-07-27T22:00:00.000Z,
10768,584,report issu verif fix ,for reporting issues on verification and for fixing it. ,23.5,WhyldWanderer#7002,2022-07-19T22:00:00.000Z,
10769,585,help review solid dev test assign peer interview ,for help review the solidity dev test assignment and peer interview. ,23.5,paxthemax#4454,2022-08-10T22:00:00.000Z,
10770,586,great project owner plan prevent time stabil ,for being such a great project owner and have plans for preventing down times and stability ,41.0,MoeNick#1374,2022-08-14T22:00:00.000Z,
10772,588,patient reviw pr dapp frontend ,for patiently reviweing my PRs on the dapp frontend ,22.67,Ramin#4479,2022-07-27T22:00:00.000Z,
10773,589,take care sick freshel ,for taking care of our sick freshelle ,9.8,missgene#7773,2022-07-20T22:00:00.000Z,
10774,590,help filter donor cours  submiss ,for help filtering the donor course 101 submissions ,27.0,missgene#7773,2022-07-20T22:00:00.000Z,
10775,591,make giveth roadmap ,for making the giveth roadmap ,41.0,MoeNick#1374,2022-07-20T22:00:00.000Z,
10776,592,draft employ confirm letter tosin ,for drafting the Employment Confirmation letter for Tosin ,27.0,ahmad#7204,2022-07-25T22:00:00.000Z,
10779,595,make talk slide beaaauti ,for making talk slides beaaautiful ,16.1,Rodricast#1415,2022-07-20T22:00:00.000Z,
10780,596,ad anim frontend ,for adding animation to the frontend ,27.0,Ramin#4479,2022-07-20T22:00:00.000Z,
10782,598,coordin trueblock givback tool api ,for coordinating on the Trueblocks GIVbacks tool APIs ,20.0,mohammad_ranjbar_z#2709,2022-07-27T22:00:00.000Z,
10786,602,show help resolv issu temporari ,who showed up and helps resolve the issue (temporary) ! ,8.67,Amin#2164,2022-08-14T22:00:00.000Z,
10787,603,show help resolv issu temporari ,who showed up and helps resolve the issue (temporary) ! ,27.0,Ramin#4479,2022-08-14T22:00:00.000Z,
10790,606,super nice   get know anoth fellow vagabond ,for the super nice 1:1 and getting to know another fellow vagabond ,20.0,tropicalmango#3240,2022-08-10T22:00:00.000Z,
10792,608,handl daili dev call make fun everyon busi catch issu ,"for handling daily dev calls, and making it fun when everyone is busy and catching up to with their issues ",48.0,MoeNick#1374,2022-07-26T22:00:00.000Z,
10795,611,meet catch current statu trueblock tool creat action step move forward initi ,for meeting to catch up on the current status of the Trueblocks tool and create action steps to move forward on the initiative ,23.5,WhyldWanderer#7002,2022-07-25T22:00:00.000Z,
