,index,CLEANED REASON,REASON,AVG SCORE,TO USER ACCOUNT,DATE,category
6343,295,hr support kindli remind role propos ,for the HR support and kindly reminding me about y role proposal ,5.1,freshelle#9882,2022-05-04T22:00:00.000Z,
6344,296,superstar overal help ,for being a superstar and being overall helpful ,14.33,karmaticacid#1218,2022-04-27T22:00:00.000Z,
6345,297,push role propos thank ,for pushing me through the Role proposal Thanks!! ,7.77,freshelle#9882,2022-05-05T22:00:00.000Z,
6348,300,get back regen farm smart contract part ,for getting back and do regen farm smart contracts part. ,2.47,Amin#2164,2022-05-11T22:00:00.000Z,
6349,301,awesom dev team ,for being an awesome dev team! ,13.33,Alireza7612#3020,2022-04-27T22:00:00.000Z,
6350,302,take day god never hear alway deserv ,"for taking a day off, god we never hear this. ALWAYS DESERVED ",14.33,karmaticacid#1218,2022-05-10T22:00:00.000Z,
6353,305,take care regular payment ,For taking care of regular payments ,16.0,"Griff (💜,💜)#8888",2022-04-27T22:00:00.000Z,
6354,306,dev ,devs ,1.9,Ramin#4479,2022-04-27T22:00:00.000Z,
6355,307,coordin arrang role propos ,for coordinating and arranging the role proposals ,5.1,freshelle#9882,2022-05-06T22:00:00.000Z,
6357,309,push forward regen pool parameter ,for pushing forward on regen pool parameterization ,3.9,"Griff (💜,💜)#8888",2022-04-27T22:00:00.000Z,
6359,311,push forward rari pool parametr ,for pushing forward on the rari pool parametrization ,14.1,"Griff (💜,💜)#8888",2022-04-27T22:00:00.000Z,
6360,312,push forward contributor vest issu ,for pushing forward on the contributor vesting issue ,15.0,"Griff (💜,💜)#8888",2022-04-27T22:00:00.000Z,
6362,314,amaz contribut giveth growth doc far ,and for all the amazing contributions to the Giveth growth doc so far! ,19.33,karmaticacid#1218,2022-04-23T22:00:00.000Z,
6364,316,kick role propos process ,for kicking off the role proposal process ,22.77,freshelle#9882,2022-05-04T22:00:00.000Z,
6366,318,amaz releas consist improv ,For their amazing release and consistent improvments ,15.0,Alireza7612#3020,2022-04-20T22:00:00.000Z,
6367,319,push givback vote coordin univ reward distribut ,for pushing GIVbacks votes through & coordinating univ3 rewards distribution ,13.03,divine_comedian#5493,2022-04-27T22:00:00.000Z,
6369,321,test univ pool ,for testing univ2 pool ,6.47,divine_comedian#5493,2022-04-20T22:00:00.000Z,
6372,324, kirch put univ battl bed ,@kirch for putting the univ3 battle to bed ,14.0,Amin#2164,2022-04-26T22:00:00.000Z,
6373,325,help us fix giv economi bug even vocat ,for helping us on fixing giv economy bugs even in vocation ,14.0,Amin#2164,2022-04-27T22:00:00.000Z,
6376,328,review givback donat data fraud ,for reviewing givbacks donation data for fraud ,19.33,"Griff (💜,💜)#8888",2022-05-04T22:00:00.000Z,
6377,329,qa ing giveth galaxi post ,for QA-ing Giveth galaxy post ,5.33,divine_comedian#5493,2022-04-20T22:00:00.000Z,
6380,332, kirch put univ battl bed ,@kirch for putting the univ3 battle to bed ,16.67,divine_comedian#5493,2022-04-26T22:00:00.000Z,
6382,334,test issu creat new one also handl govern ,for testing issues and creating new one! Also handling governance ,4.8,divine_comedian#5493,2022-04-27T22:00:00.000Z,
6385,337,make dapp better better everi day ,For making dapp better and better every day ,24.33,Ramin#4479,2022-04-27T22:00:00.000Z,
6386,338,make dapp better better everi day ,For making dapp better and better every day ,15.67,Alireza7612#3020,2022-04-27T22:00:00.000Z,
6387,339,commun support ,for community support ,14.67,ahmad#7204,2022-05-04T22:00:00.000Z,
6389,341,best team mate ,for being the best team mates ,5.47,Carlos096#8712,2022-04-27T22:00:00.000Z,
6390,342,wrap retroact givback review ,for wrapping up the retroactive givbacks review ,15.67,freshelle#9882,2022-04-27T22:00:00.000Z,
6391,343,best team mate ,for being the best team mates ,15.67,Alireza7612#3020,2022-04-27T22:00:00.000Z,
6397,349,everyon param parti angel vault ,and everyone who has been in the in the param party of the angel vault ,7.13,Yass#3392,2022-05-04T22:00:00.000Z,
6398,350,alway avail readi help ,for always being available and ready to help ,15.67,geleeroyale#3228,2022-05-04T22:00:00.000Z,
6399,351,everywher creat pr improv frontend ,for being everywhere and creating PRs for improving frontend ,17.33,divine_comedian#5493,2022-04-20T22:00:00.000Z,
6400,352,giveth connect initi love ,for the Giveth Connect initiative! loving it ,7.13,ClaraZi#5313,2022-04-20T22:00:00.000Z,
6403,355,support local costa rica get web bring giveth ecosystem ,for supporting locals in costa rica to get into web3 & bringing them into the Giveth ecosystem ,1.57,Danibelle the Uno and Only#6791,2022-05-04T22:00:00.000Z,
6404,356,consist give support review code push best 😎 ,for consistently giving support and reviewing code and pushing for the best 😎 ,15.67,Amin#2164,2022-04-20T22:00:00.000Z,
6405,357,advic motiv ,"for being there for advice, and motivation ",15.67,geleeroyale#3228,2022-04-16T22:00:00.000Z,
6407,359,insan test featur handl govern meet ,for insane testing of features and handling governance meetings! ,7.13,divine_comedian#5493,2022-04-20T22:00:00.000Z,
6408,360,great effort take bridg web  amaz featur support natur system costa rica ,for the great effort she is taking to bridge the Web 3 amazing features to support natural systems in Costa Rica ,15.67,Danibelle the Uno and Only#6791,2022-04-27T22:00:00.000Z,
6410,362,warm welcom team orient support ,"for the warm welcomes, team orientation, and support. ",15.67,hanners717#2022,2022-05-10T22:00:00.000Z,
6413,365,document spanish explain offramp method mexico use support project mexico get access fund 😃 ,"for his document in Spanish explaining offramp method for Mexico, which will be used to support projects in Mexico to get access to their funds 😃 ",20.0,Cotabe#4096,2022-04-18T22:00:00.000Z,
6414,366,miafor creat contributor onboard guid dani review rememb 🙌 ,miafor creating the Contributor Onboarding guide.. Dani just reviewed and remembered it 🙌 ,14.67,MiA,2022-05-06T22:00:00.000Z,
6415,367,stay super late day make water token lp ,for staying up super late the other day to make the $WATER token LPs ,20.0,0xJoshua | Opolis | RainbowRolls,2022-05-04T22:00:00.000Z,
6421,373, ubipromot water pool parti excit made happen ,@UBIpromoter for the WATER pool party - excited to have made this happen! ,2.0,0xJoshua | Opolis | RainbowRolls,2022-05-04T22:00:00.000Z,
6423,375,paramater regen pool ,for paramaterizing the regen pool ,18.33,Yass#3392,2022-05-04T22:00:00.000Z,
6425,377,help parameter regen pool get thing launch asap ,for helping parameterize the regen pool so we can get this thing launched asap! ,2.0,Yass#3392,2022-05-05T22:00:00.000Z,
6430,382,put togeth content buddi review holyyyy ,for putting together all the content for buddy reviews holyyyy ,15.93,freshelle#9882,2022-04-18T22:00:00.000Z,
6431,383,contribut apig help admin panel ,For contributing on apiGive and help on admin panel for it ,18.33,fateme_ghasemi,2022-05-04T22:00:00.000Z,
6432,384,last minut crunch get univ reward ,for last minute crunching to get univ2 rewards out ,21.0,mohammad_ranjbar_z#2709,2022-04-27T22:00:00.000Z,
6433,385,insan test ,for insane testing ! ,18.33,divine_comedian#5493,2022-04-17T22:00:00.000Z,
6434,386,great version    known easter updat tast like bar chocol seem like quick rabbit ,for having this great version. **2.0.3**known as * Easter Update* tastes like a bar of chocolate and seems like a quick rabbit. ,18.33,Alireza7612#3020,2022-04-17T22:00:00.000Z,
6435,387,help onboard struggl project ,for her help in onboarding a struggling project ,14.43,ClaraZi#5313,2022-05-04T22:00:00.000Z,
6437,389,gather alway tri get best effort team maintain app success ,"for being the gatherer, and always trying to get the best effort from the team to maintain our app for success. ",18.33,MoeNick#1374,2022-04-27T22:00:00.000Z,
6438,390,great version    known easter updat tast like bar chocol seem like quick rabbit ,for having this great version. **2.0.3**known as * Easter Update* tastes like a bar of chocolate and seems like a quick rabbit. ,18.33,Ramin#4479,2022-04-17T22:00:00.000Z,
6439,391,amaz dev walk ci cd github action ,for being an amazing dev and walking me through ci-cd github actions! ,12.03,mohammad_ranjbar_z#2709,2022-05-11T22:00:00.000Z,
6442,394,respond fast issu ,for responding fast to issues! ,21.0,mateodaza#3156,2022-05-11T22:00:00.000Z,
6443,395,great hr resourc commun clearli hire open posit offer advic ,"for being a great HR resources, communicating clearly about hiring & open positions & offering advice ",14.7,ahmad#7204,2022-04-27T22:00:00.000Z,
6444,396,amaz energi connect group push forward ,for the amazing energy with the connect group and pushing forward ,18.33,Melody - AFK#8503,2022-04-27T22:00:00.000Z,
6445,397,backend effort ,for all backend efforts they did. ,4.5,mohammad_ranjbar_z#2709,2022-05-11T22:00:00.000Z,
6449,401,make us awar issu websit ,for making us aware of a an issue with the website being down ,16.67,MichellePlur,2022-04-25T22:00:00.000Z,
6450,402,push fast get giv dai pool readi april  ,for pushing fast to get GIV/DAI pool up and ready for April 30 ,25.33,Amin#2164,2022-04-20T22:00:00.000Z,
6451,403,flexibl amaz way deal newcom ,for the flexibility and the amazing way to deal with newcomers. ,18.33,ahmad#7204,2022-04-20T22:00:00.000Z,
6453,405,outlin interconnect area w notion doc giveth connect team ,for outlining interconnected areas w/ notion doc for Giveth connect team. ,16.67,ClaraZi#5313,2022-04-19T22:00:00.000Z,
6456,408,suggest bounti program secur flaw suggest cheaper password manag subscript 🙂 ,"for suggesting a bounty program for security flaws, and suggesting a cheaper password manager subscription 🙂 ",21.0,Giantkin#8403,2022-05-04T22:00:00.000Z,
6459,411,nft project manag ,Nft project management ,8.13,santigs#9769,2022-04-27T22:00:00.000Z,
6461,413,run variou set rari baselin start even didnt follow gave start point 🙂 ,"Running through the various settings on rari with me, for a baseline to start from. Even if we didnt follow it, it gave me a starting point! 🙂 ",18.33,decentralized J,2022-04-27T22:00:00.000Z,
6462,414,best dao ,for being the best at DAOing!! ,7.0,divine_comedian#5493,2022-05-04T22:00:00.000Z,
6464,416,emerg respons everyth givfarm giveth io everyth hero ,"for emergency response when EVERYTHING (GIVfarm, giveth.io... everything) was down. HEROES! ",37.8,mohammad_ranjbar_z#2709,2022-05-01T22:00:00.000Z,
6470,422,make happen rockstar mentor go mar propel 🚀 rumin ,for making this happen. She is a rockstar mentor and we are going to Mars with Propel 🚀 - from ruminator ,27.0,Melody - AFK#8503,2022-05-12T22:00:00.000Z,
6472,424,review script chang givdrop recipi address script review buddi 🤞 ,"for reviewing my script for changing GIVdrop recipient addresses, we're script review buddies now 🤞 ",22.67,Amin#2164,2022-04-17T22:00:00.000Z,
6473,425,help creat technic test assign new contributor candid ,and for their help in creating a technical test assignment for new contributor candidates. ,20.0,ahmad#7204,2022-05-11T22:00:00.000Z,
6475,427,dev ,devs ,1.13,Cherik#4711,2022-04-27T22:00:00.000Z,
6476,428,confer outreach talk ,for conference and outreach talks ,22.67,Melody - AFK#8503,2022-05-04T22:00:00.000Z,
6478,430,push hard regenpool get everybodi togeth room coordin get done awesom import ,"for pushing so hard on the RegenPool and for getting everybody together in a room to coordinate what has to get done (so awesome, so important) ",22.67,Yass#3392,2022-05-12T22:00:00.000Z,
6479,431,put propos cult eth regenfarm ,for putting up the proposals for the CULT/ETH RegenFarm ,22.67,Kris#8703,2022-04-27T22:00:00.000Z,
6480,432,dev ,devs ,1.13,pKrepe,2022-04-27T22:00:00.000Z,
6481,433,activ support channel ,for being active in the support channel ,5.47,Giantkin#8403,2022-04-27T22:00:00.000Z,
6482,434,great version    known easter updat tast like bar chocol seem like quick rabbit ,for having this great version. **2.0.3**known as * Easter Update* tastes like a bar of chocolate and seems like a quick rabbit. ,22.67,pKrepe,2022-04-17T22:00:00.000Z,
6485,437,dao like  ,for DAOing like it's 2050 ,4.77,divine_comedian#5493,2022-05-11T22:00:00.000Z,
6486,438,jump test dapp vigour ,for jumping into testing on the dapp with vigour ,22.67,Cotabe#4096,2022-04-20T22:00:00.000Z,
6487,439,great support interact verif project whole connect group ,"for her great support and being interactive during the verification project, and the whole Connect group ",20.0,Melody - AFK#8503,2022-05-05T22:00:00.000Z,
6488,440,help parameter regen pool get thing launch asap ,for helping parameterize the regen pool so we can get this thing launched asap! ,12.47,Todd Y.,2022-05-05T22:00:00.000Z,
6491,443,keep discord safe clean ,for keeping the discord safe and clean! ,37.8,Giantkin#8403,2022-05-11T22:00:00.000Z,
6492,444,project verif ,for project verifications! ,1.57,Nikola Creatrix#5026,2022-05-11T22:00:00.000Z,
6493,445,refactor queri ad unit test ,For refactor our queries and adding some unit tests ,20.0,fateme_ghasemi,2022-04-20T22:00:00.000Z,
6496,448,help parameter regen pool get thing launch asap ,for helping parameterize the regen pool so we can get this thing launched asap! ,12.2,karmaticacid#1218,2022-05-05T22:00:00.000Z,
6498,450,great attent secur help mike learn mani thing ,for great attention to security and for helping Mike learn many things too ,22.67,brodhisattva#3152,2022-05-05T22:00:00.000Z,
6499,451,tri find solut aragon dao go ,for trying to find solutions to our aragon dao going down ,20.0,"sem(🌸,🐝)#0161",2022-04-27T22:00:00.000Z,
6500,452,push cult dao regen farm ,for pushing cult DAO regen farm ,22.67,Kris#8703,2022-04-20T22:00:00.000Z,
6502,454,transcrib prais ,for transcribing praise! ,22.67,missgene#7773,2022-05-05T22:00:00.000Z,
6505,457,give block integr modif post ,for giving block integration modification post ,20.0,Carlos096#8712,2022-04-20T22:00:00.000Z,
6506,458,organ giveth growth meet help us plan long term content strategi ,"for organizing the Giveth Growth meeting, helping us plan our long term content strategy ",22.67,Sym#3186,2022-05-09T22:00:00.000Z,
6507,459,push though retroactive givback ,for pushing though retroactivee givbacks ,23.5,Claire#1861,2022-04-20T22:00:00.000Z,
6508,460,set us  new subdomain blog newslett come soon ,for setting us up with 2 new subdomains for our blog and newsletter (coming soon....) ,20.0,geleeroyale#3228,2022-05-09T22:00:00.000Z,
6509,461,amaz releas consist improv ,For their amazing release and consistent improvments ,22.67,mateodaza#3156,2022-04-20T22:00:00.000Z,
6511,463,guid us internet decid troll got ,"for guiding us! I was on and off my internet decided to troll me, but got most of it! ",6.6,Amin#2164,2022-05-09T22:00:00.000Z,
6513,465,review givback round  donat data ,for reviewing GIVbacks round 8 donation data! ,11.67,"Griff (💜,💜)#8888",2022-04-27T22:00:00.000Z,
6515,467,top money matter ,for being on top of money matters ,2.7,freshelle#9882,2022-05-04T22:00:00.000Z,
6518,470,fix giveth trace issu encount ,for fixing the Giveth Trace issue we encountered ,1.3,Amin#2164,2022-04-18T22:00:00.000Z,
6520,472,product call organ ,for having a productive call about organizing ,11.67,"Griff (💜,💜)#8888",2022-05-11T22:00:00.000Z,
6521,473,send friend referr giveth ui posit ,for sending her friend as a referral for the Giveth UI position! ,10.0,Yass#3392,2022-05-11T22:00:00.000Z,
6522,474, well lauren super awesom everywher 🙂 ,"...Well its Lauren! super awesome, and everywhere! 🙂 ",10.0,karmaticacid#1218,2022-05-11T22:00:00.000Z,
6523,475,alway give fresh support kind everyon 😁 ,for always giving FRESH support and being kind to everyone 😁 ,10.0,freshelle#9882,2022-04-20T22:00:00.000Z,
6524,476,buddi review call ,for having buddy review calls! ,14.33,divine_comedian#5493,2022-04-20T22:00:00.000Z,
6525,477,great financ payrol support ,for great finance and payroll support. ,1.73,freshelle#9882,2022-04-27T22:00:00.000Z,
6526,478,onboard support make feel welcom ,for the onboarding support and making me feel welcome! ,10.0,karmaticacid#1218,2022-04-27T22:00:00.000Z,
6527,479,onboard support make feel welcom ,for the onboarding support and making me feel welcome! ,11.67,freshelle#9882,2022-04-27T22:00:00.000Z,
6528,480,flexibl start time onboard welcom team 😀 ,for being flexible with his start time and onboarding! Welcome to the team 😀 ,9.0,toraif#4775,2022-04-20T22:00:00.000Z,
6530,482,get upset even drive crazi thought 😉 ,"for not getting upset with me, even if i drive her crazy with my thoughts. 😉 ",10.0,karmaticacid#1218,2022-05-04T22:00:00.000Z,
6531,483,support time thank ,for support me all the time! thanks!! ,10.0,freshelle#9882,2022-05-04T22:00:00.000Z,
6532,484,valuabl input improv buddi review process type form ,for the valuable input on improving buddy review process and type forms ,11.67,karmaticacid#1218,2022-05-04T22:00:00.000Z,
6534,486,fill self review giveth evalu form ,for filling out the Self-review and Giveth evaluation form ,10.0,Rainer#4613,2022-05-04T22:00:00.000Z,
6535,487,th embodi vision mission revolutionari direct giveth inspir extraordinari pioneer mindset ,"for th embodiment of the vision, mission and revolutionary direction of Giveth and inspiring with extraordinary pioneering mindset! ",11.67,Danibelle the Uno and Only#6791,2022-04-20T22:00:00.000Z,
6537,489,fill self review giveth evalu form ,for filling out the Self-review and Giveth evaluation form ,9.0,ezetec,2022-05-04T22:00:00.000Z,
6539,491,make givfarm even clear respons ,for making GIVfarming even more clear and responsive! ,11.67,mohammad_ranjbar_z#2709,2022-04-18T22:00:00.000Z,
6540,492,thank alway explain everyth super clear ,Thanks for always explaining everything and super clear! ,10.0,freshelle#9882,2022-05-03T22:00:00.000Z,
6542,494,nibbl devop ,for nibbling through devops ,15.0,MoeShehab#3487,2022-04-27T22:00:00.000Z,
6545,497,great background givpow project rank idea ,for great background on GIVPower and project ranking ideas. ,10.67,karmaticacid#1218,2022-04-27T22:00:00.000Z,
6549,501,warm welcom team orient support ,"for the warm welcomes, team orientation, and support. ",10.67,freshelle#9882,2022-05-10T22:00:00.000Z,
6550,502,make buddi review onboard organ ,for making buddy reviews & onboarding so organized ,10.67,freshelle#9882,2022-04-20T22:00:00.000Z,
6553,505,best team mate ,for being the best team mates ,3.37,Carlos096#8712,2022-05-11T22:00:00.000Z,
6554,506,fill self review giveth evalu form 🙌🏼 ,for filling out the Self-review and Giveth evaluation form 🙌🏼 ,10.67,markop#2007,2022-04-20T22:00:00.000Z,
6555,507,best team mate ,for being the best team mates ,3.37,Ramin#4479,2022-05-11T22:00:00.000Z,
6556,508,alway avail readi help ,for always being available and ready to help ,15.0,MoeShehab#3487,2022-05-04T22:00:00.000Z,
6557,509,take vacat ,for taking vacation. ,2.13,MoeNick#1374,2022-05-05T22:00:00.000Z,
6558,510,stay super late day make water token lp ,for staying up super late the other day to make the $WATER token LPs ,12.33,divine_comedian#5493,2022-05-04T22:00:00.000Z,
6562,514,show best way offramp crypto mexico ,for showing me the best way to offramp some of my crypto in Mexico ,10.67,mateodaza#3156,2022-04-20T22:00:00.000Z,
6564,516,everyon gave idea giveth sandbox ,and everyone that has gave me ideas for the Giveth Sandbox ,10.67,divine_comedian#5493,2022-04-27T22:00:00.000Z,
6569,521,alway help everyth creat tutori ,for always help me in everything and create a tutorial for me! ,9.67,freshelle#9882,2022-05-11T22:00:00.000Z,
6570,522,new addit team meet week check ,for being a new addition to our team and meeting me this week for a check-in! ,10.67,Alireza7612#3020,2022-05-05T22:00:00.000Z,
6573,525, kirch put univ battl bed ,@kirch for putting the univ3 battle to bed ,15.0,"Griff (💜,💜)#8888",2022-04-26T22:00:00.000Z,
6574,526,continu mentor collabor ,for continued mentoring and collaboration ,9.67,Rainer#4613,2022-04-27T22:00:00.000Z,
6576,528,take time ,for taking time off ,2.13,MoeNick#1374,2022-05-04T22:00:00.000Z,
6579,531,buddi call sincer care support front ,for the buddy call with such sincere and caring support on all fronts ,10.67,karmaticacid#1218,2022-04-28T22:00:00.000Z,
6581,533,amaz french prais channel trooper esp buddi review giveth galaxi articl week ,for being such an AMAZING (no French in the praise channel) trooper - esp Buddy review and Giveth galaxy article this week ,12.33,karmaticacid#1218,2022-05-04T22:00:00.000Z,
6582,534,contribut hr upgrad includ offer letter role propos templat ,for their contributions to the HR upgrade - including the offer letter and role proposal templates ,12.33,freshelle#9882,2022-04-27T22:00:00.000Z,
6583,535,propos weekli meet devop help access ,"for proposing weekly meeting for devops, and helping out with Access ",12.33,geleeroyale#3228,2022-05-04T22:00:00.000Z,
6584,536,commun support ,for community support ,9.0,bends#3537,2022-05-04T22:00:00.000Z,
6585,537,jump product manag ,for jumping in to product management ,12.33,Todd Y.,2022-05-04T22:00:00.000Z,
6587,539,great   meet nice meet man ,"for the great 1:1 meeting, nice meeting you man! ",12.33,MoeShehab#3487,2022-05-12T22:00:00.000Z,
6590,542,amaz team mate ,for amazing team mates! ,9.0,Mo 🤖#0356,2022-05-11T22:00:00.000Z,
6591,543,take time ,for taking some time off ,2.13,MoeNick#1374,2022-05-04T22:00:00.000Z,
6594,546, ubipromot water pool parti excit made happen ,@UBIpromoter for the WATER pool party - excited to have made this happen! ,7.53,divine_comedian#5493,2022-05-04T22:00:00.000Z,
6595,547,make dapp better everi day ,For making Dapps better every day ,10.67,Alireza7612#3020,2022-05-04T22:00:00.000Z,
6596,548,present dao wg absenc commun call ,for presenting the DAO WG in my absence during the community calls ,15.0,freshelle#9882,2022-05-13T22:00:00.000Z,
6600,552,take well deserv time ,for taking some well deserved time off ,2.13,MoeNick#1374,2022-05-04T22:00:00.000Z,
6601,553,amaz contribut giveth growth doc far ,and for all the amazing contributions to the Giveth growth doc so far! ,10.67,Cotabe#4096,2022-04-23T22:00:00.000Z,
6602,554,dev team ,the dev team !!! ,8.43,Cherik#4711,2022-05-11T22:00:00.000Z,
6603,555,test univ pool ,for testing univ2 pool ,8.7,Cotabe#4096,2022-04-20T22:00:00.000Z,
6606,558,awesom meet get know session avail help need ,for an awesome meeting and get to know session. And being available for help when needed ,10.67,mohammad_ranjbar_z#2709,2022-04-20T22:00:00.000Z,
6607,559,push product test open board idea ,"pushing product, testing and open board ideas. ",9.67,Cotabe#4096,2022-05-11T22:00:00.000Z,
6609,561,stay super late day make water token lp ,for staying up super late the other day to make the $WATER token LPs ,13.0,willyfox#1178,2022-05-04T22:00:00.000Z,
6611,563,amaz present touch import topic project giveth http giveth io project propel digit transform fellowship ,for an amazing presentation that touch on a very important topic for me. Is this your project on Giveth https://giveth.io/project/propel-digital-transformation-fellowship? ,13.0,ruminator,2022-05-11T22:00:00.000Z,
6612,564,great meetup today final got meet person ,"for a great meetup today, we finally got to meet in person ",11.33,ahmad#7204,2022-05-11T22:00:00.000Z,
6614,566,investig state manag ,for investigate on state management. ,13.0,Alireza7612#3020,2022-05-11T22:00:00.000Z,
6615,567,amaz releas consist improv ,For their amazing release and consistent improvments ,5.03,Cherik#4711,2022-04-20T22:00:00.000Z,
6619,571,consist care dedic perfect dapp ,for his consistent care and dedication to perfect our Dapps ,13.0,MoeNick#1374,2022-04-20T22:00:00.000Z,
6620,572,last minut coordin givfarm tingz could get univ pool ,for very last minute coordination on GIVfarm tingz so we could get that univ2 pool up! ,11.33,"Griff (💜,💜)#8888",2022-04-27T22:00:00.000Z,
6621,573,learn manag apig ,for learning how to manage the apigive! ,13.0,Cotabe#4096,2022-05-11T22:00:00.000Z,
6622,574,find fix gnosi reward bug weekend ,for finding and fixing the Gnosis Reward bug this weekend ,11.33,mohammad_ranjbar_z#2709,2022-04-29T22:00:00.000Z,
6623,575,awesom collabor giveth trace issu ,for awesome collaboration on giveth trace issues ,13.0,Amin#2164,2022-04-16T22:00:00.000Z,
6624,576,keep ball roll gno giv lp propos ,for keeping the ball rolling on the GNO <> GIV LP proposal ,11.33,chadfi#3247,2022-04-27T22:00:00.000Z,
6625,577,jump apig get familiar ,For jumping to apigive and getting familiar with that ,1.3,Cotabe#4096,2022-05-11T22:00:00.000Z,
6628,580,coordin next step angel vault process ,for coordinating next steps in the Angel Vault process ,13.0,Yass#3392,2022-05-04T22:00:00.000Z,
6629,581,coordin next step angel vault process ,for coordinating next steps in the Angel Vault process ,15.67,"Griff (💜,💜)#8888",2022-05-04T22:00:00.000Z,
6630,582, ubipromot water pool parti excit made happen ,@UBIpromoter for the WATER pool party - excited to have made this happen! ,3.53,willyfox#1178,2022-05-04T22:00:00.000Z,
6633,585,paramater regen pool ,for paramaterizing the regen pool ,15.67,Cotabe#4096,2022-05-04T22:00:00.000Z,
6634,586,push giveth growth ,and other for pushing Giveth growth ,10.33,ahmad#7204,2022-05-04T22:00:00.000Z,
6635,587,help parameter regen pool get thing launch asap ,for helping parameterize the regen pool so we can get this thing launched asap! ,1.57,Cotabe#4096,2022-05-05T22:00:00.000Z,
6636,588,everyon param parti angel vault ,and everyone who has been in the in the param party of the angel vault ,4.03,willyfox#1178,2022-05-04T22:00:00.000Z,
6638,590,newbi manag ,for newbies management ,11.33,hanners717#2022,2022-04-27T22:00:00.000Z,
6639,591,great hr onboard ,for great HR onboarding ,5.03,hanners717#2022,2022-05-05T22:00:00.000Z,
6645,597,frontend effort ,for all frontend efforts. ,5.03,Cherik#4711,2022-05-11T22:00:00.000Z,
6646,598,gitcoin roundup support ,and for Gitcoin roundup support ,11.33,ahmad#7204,2022-05-04T22:00:00.000Z,
6647,599,jump panel intro dao ,for jumping on the panel intro to DAOs ,11.33,willyfox#1178,2022-04-27T22:00:00.000Z,
6648,600,make time check week get know repres colorado ,"for making time for a check-in this week, getting to know each other and representing Colorado! ",13.0,Todd Y.,2022-05-05T22:00:00.000Z,
6649,601,wonder check week offer help onboard new contributor potenti speak iberoamerica blockchain decentr onlin confer spanish speaker august ,"for a wonderful check-in this week, offering help to onboard any new contributors, and potentially speaking at the Iberoamerica, blockchain and decentralization, online conference for Spanish speakers in August. ",11.33,Cotabe#4096,2022-05-05T22:00:00.000Z,
6650,602,great check week dive learn giveth ,for a great check-in this week and diving into learning about Giveth! ,13.0,jessveroes,2022-05-05T22:00:00.000Z,
6651,603,last minut crunch get univ reward ,for last minute crunching to get univ2 rewards out ,10.33,Amin#2164,2022-04-27T22:00:00.000Z,
6652,604,remind set fa ,for reminding and setting up 2fa! ,13.0,Giantkin#8403,2022-04-27T22:00:00.000Z,
6655,607,awesom dev team ,for being an awesome dev team! ,2.8,Cherik#4711,2022-04-27T22:00:00.000Z,
6657,609,continu mentor make grow profession ,for continually mentoring me and making me grow professionally! ,25.33,markop#2007,2022-05-04T22:00:00.000Z,
6658,610,get final touch finish givback relay contract ,for getting the final touches finished on the GIVbacks relayer contract ,19.03,paxthemax#4454,2022-05-04T22:00:00.000Z,
6659,611,hero keep app thing go wrong ,for being a hero and keeping our apps up when things go wrong ,15.13,mohammad_ranjbar_z#2709,2022-05-04T22:00:00.000Z,
6661,613,handl daili dev meet vacat ,for handling daily dev meetings when is on vacation ,16.67,MoeNick#1374,2022-05-04T22:00:00.000Z,
6662,614,make dapp better everi day ,For making Dapps better every day ,3.8,Cherik#4711,2022-05-04T22:00:00.000Z,
6663,615,good idea improv frontend state manag ,with good ideas about improving frontend state management ,16.67,Alireza7612#3020,2022-05-11T22:00:00.000Z,
6665,617,prepar auth micro servic ,for preparing auth micro service ,23.1,Carlos096#8712,2022-05-11T22:00:00.000Z,
6666,618,go new hr process get role propos dao ,for going through the new HR process and getting their role proposals up on the DAO ,14.0,ahmad#7204,2022-05-13T22:00:00.000Z,
6667,619,coordinbationb anbd trackinbg onb regenbfarm ,for coordinbationb anbd trackinbg onb regenbfarms ,1.57,Cotabe#4096,2022-05-11T22:00:00.000Z,
6668,620,help verif dedic support project ,for helping out with verification and dedication to support project ,1.67,ClaraZi#5313,2022-05-11T22:00:00.000Z,
6669,621,commun support ,for community support ,15.13,Giantkin#8403,2022-05-04T22:00:00.000Z,
6671,623,review givback donat data fraud ,for reviewing givbacks donation data for fraud ,10.1,divine_comedian#5493,2022-05-04T22:00:00.000Z,
6672,624,champion onboard welcom email new hire ,for championing the onboarding welcome email for new hires!!!! ,16.67,hanners717#2022,2022-05-04T22:00:00.000Z,
6673,625,awesom dev team carlosq great effort guy put ,our awesome dev team @CarlosQ. For all the great efforts you guys put. ,3.8,Cherik#4711,2022-05-11T22:00:00.000Z,
6674,626,project onboard support identifi understand new sign issu ,for project onboard support to identify and understand new sign-up issues ,14.0,ahmad#7204,2022-05-04T22:00:00.000Z,
6675,627,ever effici payment ,for ever-efficient payments ,1.23,freshelle#9882,2022-05-04T22:00:00.000Z,
6681,633,keep thing organ around regenfarm ,for keeping things organized around RegenFarms ,16.67,Cotabe#4096,2022-05-10T22:00:00.000Z,
6682,634,help parameter regen pool get thing launch asap ,for helping parameterize the regen pool so we can get this thing launched asap! ,14.0,divine_comedian#5493,2022-05-05T22:00:00.000Z,
6685,637,push forward nft propos keep thing super organ jump giveth full forc ,"for pushing forward with both NFT proposals, for keeping things super organized & for jumping into giveth full force ",25.33,santigs#9769,2022-05-04T22:00:00.000Z,
